epoch,outcome_train_loss,outcome_val_loss,step
62,1.6387476921081543,,62
62,,1.573721170425415,62
63,1.6370186805725098,,63
63,,1.5720990896224976,63
64,1.6352883577346802,,64
64,,1.5704759359359741,64
65,1.6335569620132446,,65
65,,1.5688517093658447,65
66,1.6318243741989136,,66
66,,1.5672262907028198,66
67,1.6300901174545288,,67
67,,1.5655994415283203,67
68,1.6283551454544067,,68
68,,1.5639714002609253,68
69,1.6266183853149414,,69
69,,1.5623418092727661,69
70,1.624880075454712,,70
70,,1.5607107877731323,70
71,1.6231403350830078,,71
71,,1.559078335762024,71
72,1.62139892578125,,72
72,,1.5574442148208618,72
73,1.619655966758728,,73
73,,1.555808424949646,73
74,1.6179109811782837,,74
74,,1.554170846939087,74
75,1.616164207458496,,75
75,,1.5525317192077637,75
76,1.6144156455993652,,76
76,,1.5508908033370972,76
77,1.6126655340194702,,77
77,,1.5492478609085083,77
78,1.6109130382537842,,78
78,,1.5476032495498657,78
79,1.6091586351394653,,79
79,,1.5459563732147217,79
80,1.6074023246765137,,80
80,,1.5443075895309448,80
81,1.60564386844635,,81
81,,1.5426568984985352,81
82,1.6038830280303955,,82
82,,1.5410040616989136,82
83,1.6021199226379395,,83
83,,1.5393493175506592,83
84,1.6003550291061401,,84
84,,1.5376920700073242,84
85,1.5985873937606812,,85
85,,1.5360325574874878,85
86,1.5968177318572998,,86
86,,1.5343711376190186,86
87,1.5950452089309692,,87
87,,1.5327073335647583,87
88,1.5932706594467163,,88
88,,1.531040906906128,88
89,1.5914936065673828,,89
89,,1.5293720960617065,89
90,1.5897138118743896,,90
90,,1.5277011394500732,90
91,1.5879316329956055,,91
91,,1.526027798652649,91
92,1.5861471891403198,,92
92,,1.524351716041565,92
93,1.5843596458435059,,93
93,,1.5226731300354004,93
94,1.5825697183609009,,94
94,,1.520992398262024,94
95,1.5807770490646362,,95
95,,1.5193085670471191,95
96,1.5789813995361328,,96
96,,1.5176222324371338,96
97,1.5771832466125488,,97
97,,1.515933632850647,97
98,1.5753824710845947,,98
98,,1.5142420530319214,98
99,1.5735785961151123,,99
99,,1.5125478506088257,99
100,1.5717720985412598,,100
100,,1.5108510255813599,100
101,1.569962739944458,,101
101,,1.5091513395309448,101
102,1.5681504011154175,,102
102,,1.5074490308761597,102
103,1.5663353204727173,,103
103,,1.5057438611984253,103
104,1.5645171403884888,,104
104,,1.5040358304977417,104
105,1.5626959800720215,,105
105,,1.5023248195648193,105
106,1.560871958732605,,106
106,,1.5006113052368164,106
107,1.559044599533081,,107
107,,1.4988948106765747,107
108,1.5572147369384766,,108
108,,1.4971754550933838,108
109,1.5553816556930542,,109
109,,1.4954532384872437,109
110,1.553545594215393,,110
110,,1.4937280416488647,110
111,1.5517064332962036,,111
111,,1.4920002222061157,111
112,1.5498642921447754,,112
112,,1.4902688264846802,112
113,1.5480190515518188,,113
113,,1.4885351657867432,113
114,1.5461705923080444,,114
114,,1.4867981672286987,114
115,1.5443190336227417,,115
115,,1.4850585460662842,115
116,1.5424644947052002,,116
116,,1.4833155870437622,116
117,1.5406070947647095,,117
117,,1.4815700054168701,117
118,1.5387464761734009,,118
118,,1.4798214435577393,118
119,1.5368825197219849,,119
119,,1.4780696630477905,119
120,1.53501558303833,,120
120,,1.4763152599334717,120
121,1.533145546913147,,121
121,,1.4745577573776245,121
122,1.531272292137146,,122
122,,1.4727970361709595,122
123,1.5293961763381958,,123
123,,1.4710336923599243,123
124,1.5275167226791382,,124
124,,1.4692673683166504,124
125,1.5256344079971313,,125
125,,1.4674980640411377,125
126,1.5237489938735962,,126
126,,1.4657257795333862,126
127,1.5218604803085327,,127
127,,1.463950514793396,127
128,1.519968867301941,,128
128,,1.4621727466583252,128
129,1.5180743932724,,129
129,,1.460391640663147,129
130,1.516176700592041,,130
130,,1.4586079120635986,130
131,1.5142760276794434,,131
131,,1.456821322441101,131
132,1.512372374534607,,132
132,,1.4550318717956543,132
133,1.5104658603668213,,133
133,,1.4532395601272583,133
134,1.5085563659667969,,134
134,,1.451444387435913,134
135,1.5066437721252441,,135
135,,1.4496464729309082,135
136,1.5047283172607422,,136
136,,1.4478458166122437,136
137,1.502810001373291,,137
137,,1.446042537689209,137
138,1.5008889436721802,,138
138,,1.4442362785339355,138
139,1.4989651441574097,,139
139,,1.4424277544021606,139
140,1.4970383644104004,,140
140,,1.440616250038147,140
141,1.4951090812683105,,141
141,,1.4388023614883423,141
142,1.4931766986846924,,142
142,,1.4369858503341675,142
143,1.491241693496704,,143
143,,1.4351667165756226,143
144,1.4893041849136353,,144
144,,1.433345079421997,144
145,1.4873640537261963,,145
145,,1.4315211772918701,145
146,1.4854214191436768,,146
146,,1.429694652557373,146
147,1.4834760427474976,,147
147,,1.427865743637085,147
148,1.4815282821655273,,148
148,,1.4260343313217163,148
149,1.4795781373977661,,149
149,,1.4242008924484253,149
150,1.4776256084442139,,150
150,,1.4223651885986328,150
151,1.4756704568862915,,151
151,,1.4205273389816284,151
152,1.4737133979797363,,152
152,,1.4186872243881226,152
153,1.471753716468811,,153
153,,1.4168450832366943,153
154,1.469792127609253,,154
154,,1.4150007963180542,154
155,1.4678282737731934,,155
155,,1.4131544828414917,155
156,1.4658622741699219,,156
156,,1.4113065004348755,156
157,1.4638943672180176,,157
157,,1.4094563722610474,157
158,1.461924433708191,,158
158,,1.4076043367385864,158
159,1.4599525928497314,,159
159,,1.4057506322860718,159
160,1.4579792022705078,,160
160,,1.403895378112793,160
161,1.4560037851333618,,161
161,,1.4020382165908813,161
162,1.4540265798568726,,162
162,,1.4001797437667847,162
163,1.4520478248596191,,163
163,,1.3983194828033447,163
164,1.450067400932312,,164
164,,1.3964580297470093,164
165,1.4480854272842407,,165
165,,1.3945950269699097,165
166,1.446102261543274,,166
166,,1.3927308320999146,166
167,1.444117546081543,,167
167,,1.390865445137024,167
168,1.4421316385269165,,168
168,,1.3889987468719482,168
169,1.440144658088684,,169
169,,1.3871312141418457,169
170,1.4381566047668457,,170
170,,1.385262370109558,170
171,1.4361670017242432,,171
171,,1.3833929300308228,171
172,1.434177041053772,,172
172,,1.3815224170684814,172
173,1.4321860074996948,,173
173,,1.3796511888504028,173
174,1.4301940202713013,,174
174,,1.377779245376587,174
175,1.4282015562057495,,175
175,,1.3759069442749023,175
176,1.4262083768844604,,176
176,,1.374033808708191,176
177,1.4242147207260132,,177
177,,1.3721604347229004,177
178,1.4222207069396973,,178
178,,1.3702869415283203,178
179,1.4202262163162231,,179
179,,1.368412971496582,179
180,1.41823148727417,,180
180,,1.3665388822555542,180
181,1.4162367582321167,,181
181,,1.3646646738052368,181
182,1.4142420291900635,,182
182,,1.362790584564209,182
183,1.4122470617294312,,183
183,,1.3609166145324707,183
184,1.410252571105957,,184
184,,1.3590431213378906,184
185,1.408258318901062,,185
185,,1.3571697473526,185
186,1.4062645435333252,,186
186,,1.3552970886230469,186
187,1.4042710065841675,,187
187,,1.3534246683120728,187
188,1.402278184890747,,188
188,,1.3515530824661255,188
189,1.4002859592437744,,189
189,,1.349682092666626,189
190,1.398294448852539,,190
190,,1.3478121757507324,190
191,1.3963042497634888,,191
191,,1.3459433317184448,191
192,1.3943147659301758,,192
192,,1.344075322151184,192
193,1.3923264741897583,,193
193,,1.3422086238861084,193
194,1.390339732170105,,194
194,,1.3403433561325073,194
195,1.3883540630340576,,195
195,,1.3384792804718018,195
196,1.386370062828064,,196
196,,1.3366169929504395,196
197,1.384387493133545,,197
197,,1.3347563743591309,197
198,1.3824069499969482,,198
198,,1.332897424697876,198
199,1.3804280757904053,,199
199,,1.331040382385254,199
200,1.3784512281417847,,200
200,,1.3291852474212646,200
201,1.3764764070510864,,201
201,,1.3273324966430664,201
202,1.3745038509368896,,202
202,,1.32548189163208,202
203,1.3725337982177734,,203
203,,1.3236336708068848,203
204,1.3705663681030273,,204
204,,1.3217878341674805,204
205,1.3686012029647827,,205
205,,1.3199447393417358,205
206,1.3666390180587769,,206
206,,1.3181045055389404,206
207,1.3646795749664307,,207
207,,1.3162670135498047,207
208,1.3627233505249023,,208
208,,1.3144326210021973,208
209,1.3607699871063232,,209
209,,1.3126013278961182,209
210,1.3588200807571411,,210
210,,1.3107731342315674,210
211,1.3568737506866455,,211
211,,1.3089487552642822,211
212,1.3549306392669678,,212
212,,1.307127594947815,212
213,1.3529913425445557,,213
213,,1.3053102493286133,213
214,1.3510558605194092,,214
214,,1.3034965991973877,214
215,1.3491243124008179,,215
215,,1.3016866445541382,215
216,1.3471968173980713,,216
216,,1.2998812198638916,216
217,1.3452736139297485,,217
217,,1.2980797290802002,217
218,1.3433547019958496,,218
218,,1.2962825298309326,218
219,1.3414404392242432,,219
219,,1.2944897413253784,219
220,1.33953058719635,,220
220,,1.2927016019821167,220
221,1.3376258611679077,,221
221,,1.2909181118011475,221
222,1.3357256650924683,,222
222,,1.2891395092010498,222
223,1.333830714225769,,223
223,,1.2873659133911133,223
224,1.3319408893585205,,224
224,,1.285597562789917,224
225,1.3300564289093018,,225
225,,1.2838343381881714,225
226,1.3281774520874023,,226
226,,1.282076358795166,226
227,1.3263040781021118,,227
227,,1.280324101448059,227
228,1.3244363069534302,,228
228,,1.2785775661468506,228
229,1.3225743770599365,,229
229,,1.276836633682251,229
230,1.3207186460494995,,230
230,,1.2751015424728394,230
231,1.3188691139221191,,231
231,,1.273372769355774,231
232,1.3170256614685059,,232
232,,1.271649956703186,232
233,1.3151887655258179,,233
233,,1.2699335813522339,233
234,1.3133584260940552,,234
234,,1.268223524093628,234
235,1.3115348815917969,,235
235,,1.2665201425552368,235
236,1.309718132019043,,236
236,,1.2648234367370605,236
237,1.307908296585083,,237
237,,1.2631337642669678,237
238,1.3061054944992065,,238
238,,1.2614507675170898,238
239,1.3043099641799927,,239
239,,1.259775161743164,239
240,1.3025219440460205,,240
240,,1.2581064701080322,240
241,1.3007413148880005,,241
241,,1.256445288658142,241
242,1.2989683151245117,,242
242,,1.2547916173934937,242
243,1.2972031831741333,,243
243,,1.253145456314087,243
244,1.2954457998275757,,244
244,,1.251507043838501,244
245,1.293696403503418,,245
245,,1.249876618385315,245
246,1.2919553518295288,,246
246,,1.2482539415359497,246
247,1.2902225255966187,,247
247,,1.246639609336853,247
248,1.2884979248046875,,248
248,,1.2450331449508667,248
249,1.2867820262908936,,249
249,,1.2434353828430176,249
250,1.2850747108459473,,250
250,,1.241845726966858,250
251,1.2833763360977173,,251
251,,1.2402650117874146,251
252,1.281686544418335,,252
252,,1.2386927604675293,252
253,1.2800058126449585,,253
253,,1.2371293306350708,253
254,1.278334379196167,,254
254,,1.2355748414993286,254
255,1.2766720056533813,,255
255,,1.2340294122695923,255
256,1.2750191688537598,,256
256,,1.2324930429458618,256
257,1.2733756303787231,,257
257,,1.2309659719467163,257
258,1.2717417478561401,,258
258,,1.2294481992721558,258
259,1.2701176404953003,,259
259,,1.2279398441314697,259
260,1.2685030698776245,,260
260,,1.2264410257339478,260
261,1.2668986320495605,,261
261,,1.224951982498169,261
262,1.2653040885925293,,262
262,,1.2234727144241333,262
263,1.2637196779251099,,263
263,,1.2220029830932617,263
264,1.2621452808380127,,264
264,,1.2205435037612915,264
265,1.260581374168396,,265
265,,1.2190937995910645,265
266,1.2590278387069702,,266
266,,1.2176544666290283,266
267,1.2574846744537354,,267
267,,1.216225266456604,267
268,1.2559521198272705,,268
268,,1.2148061990737915,268
269,1.2544302940368652,,269
269,,1.213397741317749,269
270,1.252919316291809,,270
270,,1.2119996547698975,270
271,1.251418948173523,,271
271,,1.210612177848816,271
272,1.249929666519165,,272
272,,1.2092353105545044,272
273,1.2484514713287354,,273
273,,1.2078689336776733,273
274,1.2469840049743652,,274
274,,1.2065136432647705,274
275,1.2455278635025024,,275
275,,1.2051690816879272,275
276,1.244083046913147,,276
276,,1.203835368156433,276
277,1.2426494359970093,,277
277,,1.2025127410888672,277
278,1.2412272691726685,,278
278,,1.20120108127594,278
279,1.2398161888122559,,279
279,,1.199900507926941,279
280,1.2384169101715088,,280
280,,1.1986112594604492,280
281,1.2370290756225586,,281
281,,1.1973330974578857,281
282,1.235653042793274,,282
282,,1.1960662603378296,282
283,1.2342885732650757,,283
283,,1.1948107481002808,283
284,1.2329356670379639,,284
284,,1.1935665607452393,284
285,1.2315945625305176,,285
285,,1.1923339366912842,285
286,1.2302653789520264,,286
286,,1.191112756729126,286
287,1.2289478778839111,,287
287,,1.1899030208587646,287
288,1.22764253616333,,288
288,,1.1887048482894897,288
289,1.2263489961624146,,289
289,,1.1875181198120117,289
290,1.2250674962997437,,290
290,,1.1863434314727783,290
291,1.2237980365753174,,291
291,,1.1851800680160522,291
292,1.2225404977798462,,292
292,,1.1840283870697021,292
293,1.2212949991226196,,293
293,,1.1828886270523071,293
294,1.2200617790222168,,294
294,,1.1817604303359985,294
295,1.2188405990600586,,295
295,,1.180643916130066,295
296,1.2176313400268555,,296
296,,1.179539442062378,296
297,1.2164345979690552,,297
297,,1.1784465312957764,297
298,1.215250015258789,,298
298,,1.1773655414581299,298
299,1.214077353477478,,299
299,,1.176296353340149,299
300,1.2129169702529907,,300
300,,1.1752389669418335,300
301,1.2117691040039062,,301
301,,1.1741933822631836,301
302,1.2106331586837769,,302
302,,1.1731597185134888,302
303,1.2095093727111816,,303
303,,1.1721378564834595,303
304,1.2083981037139893,,304
304,,1.1711277961730957,304
305,1.2072988748550415,,305
305,,1.1701295375823975,305
306,1.206211805343628,,306
306,,1.1691431999206543,306
307,1.205137014389038,,307
307,,1.1681686639785767,307
308,1.2040742635726929,,308
308,,1.1672056913375854,308
309,1.2030237913131714,,309
309,,1.1662547588348389,309
310,1.201985478401184,,310
310,,1.1653152704238892,310
311,1.2009594440460205,,311
311,,1.164387822151184,311
312,1.1999454498291016,,312
312,,1.1634719371795654,312
313,1.1989434957504272,,313
313,,1.1625679731369019,313
314,1.197953701019287,,314
314,,1.1616753339767456,314
315,1.1969759464263916,,315
315,,1.1607944965362549,315
316,1.1960102319717407,,316
316,,1.1599254608154297,316
317,1.1950562000274658,,317
317,,1.1590677499771118,317
318,1.1941145658493042,,318
318,,1.15822172164917,318
319,1.1931846141815186,,319
319,,1.1573870182037354,319
320,1.1922664642333984,,320
320,,1.1565638780593872,320
321,1.1913602352142334,,321
321,,1.1557520627975464,321
322,1.1904658079147339,,322
322,,1.1549516916275024,322
323,1.1895830631256104,,323
323,,1.1541626453399658,323
324,1.1887121200561523,,324
324,,1.153384804725647,324
325,1.1878527402877808,,325
325,,1.1526182889938354,325
326,1.1870049238204956,,326
326,,1.1518627405166626,326
327,1.1861686706542969,,327
327,,1.151118516921997,327
328,1.185343861579895,,328
328,,1.1503851413726807,328
329,1.18453049659729,,329
329,,1.149662971496582,329
330,1.1837283372879028,,330
330,,1.148951530456543,330
331,1.1829376220703125,,331
331,,1.148250937461853,331
332,1.1821582317352295,,332
332,,1.1475613117218018,332
333,1.1813899278640747,,333
333,,1.1468822956085205,333
334,1.1806328296661377,,334
334,,1.1462140083312988,334
335,1.1798863410949707,,335
335,,1.1455562114715576,335
336,1.179151177406311,,336
336,,1.1449090242385864,336
337,1.178426742553711,,337
337,,1.1442723274230957,337
338,1.1777132749557495,,338
338,,1.1436458826065063,338
339,1.1770102977752686,,339
339,,1.1430296897888184,339
340,1.1763181686401367,,340
340,,1.1424238681793213,340
341,1.1756365299224854,,341
341,,1.141828179359436,341
342,1.1749653816223145,,342
342,,1.1412423849105835,342
343,1.174304485321045,,343
343,,1.1406664848327637,343
344,1.1736541986465454,,344
344,,1.1401007175445557,344
345,1.1730140447616577,,345
345,,1.1395447254180908,345
346,1.1723839044570923,,346
346,,1.13899827003479,346
347,1.1717640161514282,,347
347,,1.1384615898132324,347
348,1.1711540222167969,,348
348,,1.1379344463348389,348
349,1.1705540418624878,,349
349,,1.1374167203903198,349
350,1.1699637174606323,,350
350,,1.1369084119796753,350
351,1.16938316822052,,351
351,,1.1364092826843262,351
352,1.1688120365142822,,352
352,,1.1359193325042725,352
353,1.1682506799697876,,353
353,,1.1354384422302246,353
354,1.1676987409591675,,354
354,,1.1349666118621826,354
355,1.1671559810638428,,355
355,,1.1345036029815674,355
356,1.166622519493103,,356
356,,1.134049654006958,356
357,1.1660983562469482,,357
357,,1.1336040496826172,357
358,1.1655831336975098,,358
358,,1.1331672668457031,358
359,1.165076732635498,,359
359,,1.1327389478683472,359
360,1.1645793914794922,,360
360,,1.1323190927505493,360
361,1.1640907526016235,,361
361,,1.131907343864441,361
362,1.1636106967926025,,362
362,,1.131503939628601,362
363,1.1631392240524292,,363
363,,1.1311087608337402,363
364,1.162676215171814,,364
364,,1.1307215690612793,364
365,1.1622216701507568,,365
365,,1.1303420066833496,365
366,1.1617752313613892,,366
366,,1.129970669746399,366
367,1.1613370180130005,,367
367,,1.1296067237854004,367
368,1.1609069108963013,,368
368,,1.1292506456375122,368
369,1.1604846715927124,,369
369,,1.1289018392562866,369
370,1.1600701808929443,,370
370,,1.1285606622695923,370
371,1.1596636772155762,,371
371,,1.128226637840271,371
372,1.1592646837234497,,372
372,,1.1279000043869019,372
373,1.1588733196258545,,373
373,,1.1275802850723267,373
374,1.1584893465042114,,374
374,,1.1272677183151245,374
375,1.1581127643585205,,375
375,,1.1269619464874268,375
376,1.1577433347702026,,376
376,,1.1266629695892334,376
377,1.1573810577392578,,377
377,,1.1263706684112549,377
378,1.157025933265686,,378
378,,1.1260851621627808,378
379,1.1566776037216187,,379
379,,1.1258060932159424,379
380,1.1563363075256348,,380
380,,1.1255333423614502,380
381,1.1560015678405762,,381
381,,1.1252671480178833,381
382,1.1556737422943115,,382
382,,1.1250067949295044,382
383,1.155351996421814,,383
383,,1.1247527599334717,383
384,1.1550371646881104,,384
384,,1.1245046854019165,384
385,1.1547284126281738,,385
385,,1.1242625713348389,385
386,1.1544259786605835,,386
386,,1.1240261793136597,386
387,1.1541297435760498,,387
387,,1.1237956285476685,387
388,1.1538395881652832,,388
388,,1.123570442199707,388
389,1.1535552740097046,,389
389,,1.1233510971069336,389
390,1.153276801109314,,390
390,,1.12313711643219,390
391,1.1530042886734009,,391
391,,1.1229283809661865,391
392,1.1527371406555176,,392
392,,1.1227248907089233,392
393,1.1524757146835327,,393
393,,1.1225266456604004,393
394,1.1522197723388672,,394
394,,1.122333288192749,394
395,1.1519691944122314,,395
395,,1.1221449375152588,395
396,1.1517239809036255,,396
396,,1.1219614744186401,396
397,1.1514840126037598,,397
397,,1.1217830181121826,397
398,1.1512490510940552,,398
398,,1.121608853340149,398
399,1.1510190963745117,,399
399,,1.1214394569396973,399
400,1.1507941484451294,,400
400,,1.121274709701538,400
401,1.150573968887329,,401
401,,1.1211141347885132,401
402,1.1503584384918213,,402
402,,1.1209579706192017,402
403,1.1501476764678955,,403
403,,1.1208064556121826,403
404,1.1499415636062622,,404
404,,1.12065851688385,404
405,1.1497398614883423,,405
405,,1.1205148696899414,405
406,1.1495426893234253,,406
406,,1.1203752756118774,406
407,1.1493498086929321,,407
407,,1.1202396154403687,407
408,1.1491611003875732,,408
408,,1.1201077699661255,408
409,1.148976445198059,,409
409,,1.1199796199798584,409
410,1.1487959623336792,,410
410,,1.1198550462722778,410
411,1.1486196517944336,,411
411,,1.119734287261963,411
412,1.1484471559524536,,412
412,,1.1196168661117554,412
413,1.1482783555984497,,413
413,,1.1195030212402344,413
414,1.1481133699417114,,414
414,,1.1193926334381104,414
415,1.1479521989822388,,415
415,,1.1192853450775146,415
416,1.147794485092163,,416
416,,1.1191811561584473,416
417,1.147640347480774,,417
417,,1.1190801858901978,417
418,1.1474899053573608,,418
418,,1.1189825534820557,418
419,1.147342562675476,,419
419,,1.1188876628875732,419
420,1.1471985578536987,,420
420,,1.1187958717346191,420
421,1.1470578908920288,,421
421,,1.1187067031860352,421
422,1.1469203233718872,,422
422,,1.11862051486969,422
423,1.1467859745025635,,423
423,,1.1185369491577148,423
424,1.1466546058654785,,424
424,,1.1184560060501099,424
425,1.1465263366699219,,425
425,,1.1183778047561646,425
426,1.1464006900787354,,426
426,,1.1183021068572998,426
427,1.1462780237197876,,427
427,,1.1182289123535156,427
428,1.1461583375930786,,428
428,,1.118157982826233,428
429,1.1460411548614502,,429
429,,1.1180895566940308,429
430,1.1459267139434814,,430
430,,1.11802339553833,430
431,1.1458148956298828,,431
431,,1.1179594993591309,431
432,1.1457055807113647,,432
432,,1.1178977489471436,432
433,1.1455984115600586,,433
433,,1.117837905883789,433
434,1.1454941034317017,,434
434,,1.1177804470062256,434
435,1.1453921794891357,,435
435,,1.1177247762680054,435
436,1.1452925205230713,,436
436,,1.1176711320877075,436
437,1.1451947689056396,,437
437,,1.117619276046753,437
438,1.1450996398925781,,438
438,,1.1175694465637207,438
439,1.1450064182281494,,439
439,,1.1175215244293213,439
440,1.1449154615402222,,440
440,,1.117475152015686,440
441,1.1448262929916382,,441
441,,1.1174304485321045,441
442,1.1447393894195557,,442
442,,1.1173875331878662,442
443,1.1446542739868164,,443
443,,1.117346167564392,443
444,1.1445711851119995,,444
444,,1.1173063516616821,444
445,1.1444898843765259,,445
445,,1.1172682046890259,445
446,1.1444103717803955,,446
446,,1.1172313690185547,446
447,1.1443326473236084,,447
447,,1.1171960830688477,447
448,1.144256591796875,,448
448,,1.1171621084213257,448
449,1.1441823244094849,,449
449,,1.1171295642852783,449
450,1.1441094875335693,,450
450,,1.117098093032837,450
451,1.144038438796997,,451
451,,1.1170681715011597,451
452,1.1439688205718994,,452
452,,1.117039442062378,452
453,1.143900752067566,,453
453,,1.1170119047164917,453
454,1.143834114074707,,454
454,,1.116985559463501,454
455,1.1437689065933228,,455
455,,1.1169602870941162,455
456,1.143705129623413,,456
456,,1.1169360876083374,456
457,1.143642783164978,,457
457,,1.1169129610061646,457
458,1.143581748008728,,458
458,,1.1168909072875977,458
459,1.143522024154663,,459
459,,1.1168699264526367,459
460,1.1434634923934937,,460
460,,1.1168497800827026,460
461,1.1434060335159302,,461
461,,1.116830587387085,461
462,1.1433500051498413,,462
462,,1.1168122291564941,462
463,1.143295168876648,,463
463,,1.1167949438095093,463
464,1.1432411670684814,,464
464,,1.1167783737182617,464
465,1.1431884765625,,465
465,,1.116762638092041,465
466,1.1431368589401245,,466
466,,1.1167476177215576,466
467,1.143086314201355,,467
467,,1.1167335510253906,467
468,1.1430364847183228,,468
468,,1.1167200803756714,468
469,1.142987847328186,,469
469,,1.1167073249816895,469
470,1.1429402828216553,,470
470,,1.1166952848434448,470
471,1.1428935527801514,,471
471,,1.116684079170227,471
472,1.1428475379943848,,472
472,,1.116673469543457,472
473,1.1428025960922241,,473
473,,1.1166633367538452,473
474,1.1427584886550903,,474
474,,1.1166539192199707,474
475,1.1427152156829834,,475
475,,1.1166449785232544,475
476,1.1426728963851929,,476
476,,1.1166366338729858,476
477,1.1426310539245605,,477
477,,1.1166287660598755,477
478,1.1425901651382446,,478
478,,1.1166216135025024,478
479,1.142549991607666,,479
479,,1.1166149377822876,479
480,1.1425105333328247,,480
480,,1.1166086196899414,480
481,1.1424717903137207,,481
481,,1.116602897644043,481
482,1.1424336433410645,,482
482,,1.1165975332260132,482
483,1.1423962116241455,,483
483,,1.1165926456451416,483
484,1.1423594951629639,,484
484,,1.1165881156921387,484
485,1.14232337474823,,485
485,,1.116584062576294,485
486,1.1422879695892334,,486
486,,1.1165804862976074,486
487,1.1422529220581055,,487
487,,1.1165771484375,487
488,1.1422185897827148,,488
488,,1.1165742874145508,488
489,1.142184853553772,,489
489,,1.1165716648101807,489
490,1.1421514749526978,,490
490,,1.1165693998336792,490
491,1.1421188116073608,,491
491,,1.1165674924850464,491
492,1.1420866250991821,,492
492,,1.1165658235549927,492
493,1.142054796218872,,493
493,,1.1165645122528076,493
494,1.1420236825942993,,494
494,,1.1165634393692017,494
495,1.1419928073883057,,495
495,,1.1165626049041748,495
496,1.1419625282287598,,496
496,,1.1165623664855957,496
497,1.141932725906372,,497
497,,1.1165618896484375,497
498,1.141903281211853,,498
498,,1.116562008857727,498
499,1.1418743133544922,,499
499,,1.1165622472763062,499
500,1.1418455839157104,,500
500,,1.1165626049041748,500
501,1.141817569732666,,501
501,,1.1165634393692017,501
502,1.1417896747589111,,502
502,,1.116564154624939,502
503,1.1417622566223145,,503
503,,1.116565465927124,503
504,1.141735315322876,,504
504,,1.1165666580200195,504
505,1.141708493232727,,505
